0	0.05221395011710405
1	0.11920572614992317
2	2.0837684086395572E-4
3	0.052046912449157566
4	0.01836516175357283
5	0.060971325861164105
6	0.01465103568841266
7	2.0837684086395572E-4
8	2.0837684086395572E-4
9	0.006392502233766119
10	0.034432266870593135
11	0.018349287567145035
12	2.0837684086395572E-4
13	0.04736984116216229
14	0.015673970241579245
15	0.014648233094318374
16	2.0837684086395572E-4
17	2.0837684086395572E-4
18	0.002287502402207829
19	2.0837684086395572E-4
20	2.0837684086395572E-4
21	0.0021219087057150906
22	2.0837684086395572E-4
23	0.03443145045424022
24	0.0011849766041090847
25	0.007540366346566427
26	2.0837684086395572E-4
27	2.0837684086395572E-4
28	0.004930171290751868
29	0.004403855707247949
30	2.083280503286892E-4
31	0.01567386925406474
32	2.081502536567354E-4
33	0.0015768116356800485
34	2.0832753593690395E-4
35	2.0814973987125048E-4
36	0.0011609994184456113
37	2.0832702171382617E-4
38	2.0832702171382617E-4
39	0.0022874260845187093
40	2.0814922625427272E-4
41	2.0832650765939908E-4
42	2.0832650765939908E-4
43	2.0832650765939908E-4
44	2.0832650765939908E-4
45	7.88182101066171E-4
46	2.0832650765939908E-4
47	2.0832650765939908E-4
48	0.0011146793354983983
49	0.01705585286787205
50	2.0832650765939908E-4
51	0.0011845311453184183
52	2.081487128057454E-4
53	0.00101503230042335
54	2.0832599377356592E-4
55	2.0832599377356592E-4
56	2.0832599377356592E-4
57	2.0832599377356592E-4
58	0.0023567844345654698
59	0.004934346890595232
60	4.0364130360822915E-4
61	0.0010897577076536755
62	2.0832599377356592E-4
63	2.0832599377356592E-4
64	0.004763651878820182
65	0.009753761937846429
66	2.0832599377356592E-4
67	2.0814819952561184E-4
68	0.002981132647776908
69	0.0010080953452922285
70	0.003277253386766704
71	2.0814768641381535E-4
72	2.0832496650745436E-4
73	2.0832496650745436E-4
74	2.0832496650745436E-4
75	0.001160781069671921
76	2.0832496650745436E-4
77	2.0832496650745436E-4
78	3.494362229383601E-4
79	2.0832496650745436E-4
80	0.0019611957537360772
81	0.0017263054573833378
82	2.0831103218465444E-4
83	2.0831103218465444E-4
84	2.0831103218465444E-4
85	2.0831103218465444E-4
86	0.0010623216261760422
87	2.0831103218465444E-4
88	0.0010469673857841115
89	2.0831103218465444E-4
90	3.76441866340277E-4
91	2.0831103218465444E-4
92	2.0813325557117077E-4
93	4.3301930341714285E-4
94	2.0831052337401195E-4
95	2.0831052337401195E-4
96	2.0831052337401195E-4
97	2.0831052337401195E-4
98	2.0831052337401195E-4
99	0.0011141772812222216
100	2.0831052337401195E-4
101	0.0025409889142653484
102	2.0831052337401195E-4
103	2.0831052337401195E-4
104	0.007529351123006381
105	8.103977172727638E-4
106	0.004093277443327951
107	2.0831052337401195E-4
108	2.0831052337401195E-4
109	5.90322222770396E-4
110	0.0017192212373604416
111	2.0831052337401195E-4
112	2.0831052337401195E-4
113	2.0831052337401195E-4
114	4.4157137258768947E-4
115	2.0831052337401195E-4
116	0.004620377352804475
117	2.082623434544019E-4
118	2.082623434544019E-4
119	0.0023499303297303893
120	2.082623434544019E-4
121	0.0029661767758256616
122	2.082623434544019E-4
123	4.0355256174057116E-4
124	2.080846241943768E-4
125	6.511662608355769E-4
126	2.082618505777087E-4
127	2.080841318985784E-4
128	2.082613578626203E-4
129	2.082613578626203E-4
130	2.082613578626203E-4
131	0.0047592315226600785
132	2.08214387251294E-4
133	0.004664084186704662
134	2.08214387251294E-4
135	2.08214387251294E-4
136	0.004272136770727649
137	2.08214387251294E-4
138	2.08214387251294E-4
139	0.002980845283747766
140	2.08214387251294E-4
141	3.449357761860369E-4
142	2.08214387251294E-4
143	0.003265919796650769
144	2.081927248059597E-4
145	2.081927248059597E-4
146	0.0011692992177617162
147	2.081927248059597E-4
148	2.081927248059597E-4
149	2.081927248059597E-4
150	6.038508571355788E-4
151	2.081927248059597E-4
152	2.081927248059597E-4
153	6.036049554301821E-4
154	2.081927248059597E-4
155	2.0801508756193582E-4
156	2.0819225472068096E-4
157	2.0819225472068096E-4
158	2.0819225472068096E-4
159	3.492565413090743E-4
160	0.0023063291932237133
161	2.0819225472068096E-4
162	2.0819225472068096E-4
163	0.0019624931789545166
164	0.008787083109970579
165	3.271345502861894E-4
166	7.355810326635762E-4
167	2.081030168530971E-4
168	2.081030168530971E-4
